,Name:,Attacking Prowess:,Ball Control:,Dribbling:,Low Pass:,Lofted Pass:,Finishing:,Place Kicking:,Swerve:,Header:,Defensive Prowess:,Ball Winning:,Kicking Power:,Speed:,Explosive Power:,Unwavering Balance:,Physical Contact:,Jump:,Stamina:
3283,['I. SUCCESS'],73,78,75,66,71,72,64,66,65,44,46,80,86,82,62,83,80,70
3284,['S. LUKIĆ'],64,76,74,77,72,63,66,73,62,66,71,73,75,74,65,72,68,75
3285,['P. ŠKULETIĆ'],80,73,69,69,61,76,56,69,80,55,57,80,69,70,67,85,79,73
3286,['M. TARGETT'],64,67,70,70,74,56,70,68,66,73,73,68,79,75,73,70,66,74
3287,['M. ALEKSANDROV'],65,72,70,74,73,62,68,72,66,65,66,66,77,78,70,73,75,74
3288,['M. VOLODKO'],67,76,74,73,71,61,54,65,68,69,70,73,75,76,67,66,70,76
3289,['A. TOŞCA'],63,70,68,71,75,55,63,66,74,77,75,68,77,78,72,73,72,77
3290,['W. BOU'],77,72,75,71,64,75,60,62,73,54,51,80,78,75,76,80,77,80
3291,['I. ROSSI'],66,76,76,75,69,64,62,62,68,72,75,75,72,68,71,76,62,82
3292,['R. COLY'],67,65,68,66,70,51,51,59,66,67,72,56,83,84,64,78,82,77
3293,['EDUARDO H.'],65,75,68,75,69,60,54,60,70,77,70,73,74,67,73,80,69,84
3294,['A. CALABRESI'],63,68,61,65,63,60,55,52,78,79,78,66,75,73,67,79,78,77
3295,['MAITLAND-NILES'],66,69,71,73,72,62,66,64,60,68,65,70,87,84,80,70,68,76
3296,['K. DOWELL'],74,76,76,76,71,70,77,68,62,55,58,77,75,72,82,65,64,71
3297,['ANTÓNIO XAVIER'],72,71,73,69,81,69,72,80,60,50,51,78,82,80,74,60,60,72
3298,['S. POPOV'],74,70,74,72,75,64,65,73,69,69,65,68,71,70,64,71,73,83
3299,['A. NEMEC'],80,76,68,69,63,75,58,64,81,59,55,84,67,62,70,86,75,70
3300,['W. CAMACHO'],73,74,75,67,68,67,75,74,73,63,61,81,78,74,75,72,72,80
3301,['J. LASO'],57,69,65,68,68,57,54,60,76,76,77,76,73,70,67,79,80,77
3302,['F. SAMBUEZA'],71,75,76,74,73,72,75,73,67,58,62,78,76,78,71,65,66,74
3303,['S. ROSALES'],68,76,80,70,73,66,67,73,64,49,52,78,77,82,78,68,66,73
3304,['F. CRISTALDO'],70,77,76,73,75,66,62,72,58,63,61,76,80,79,80,68,64,76
3305,['G. LANARO'],58,66,62,67,73,58,60,63,83,78,76,75,68,69,70,82,74,75
3306,['J. VARGAS'],71,75,76,70,69,70,72,73,56,54,56,73,80,83,76,70,67,74
3307,['A. CASTRO'],68,76,76,72,74,70,69,77,61,61,64,80,77,78,74,68,64,74
3308,['J. ARANGO'],74,78,74,72,73,72,81,84,64,65,65,74,74,72,62,67,63,77
3309,['J. BALLÓN'],67,76,70,74,72,60,69,70,68,73,71,66,69,68,69,77,75,70
3310,['Y. OSORIO'],65,70,69,70,68,60,68,68,78,72,78,72,70,68,61,85,75,78
3311,['M. PACK'],65,74,68,75,75,63,70,67,72,72,70,75,69,69,69,77,75,83
3312,['P. HUNTINGTON'],58,66,65,67,71,48,53,56,81,77,78,67,69,68,70,80,81,74
3313,['GUSTAVO BLANCO'],69,72,72,75,71,62,69,70,62,61,61,69,79,81,79,68,69,80
3314,['LINCOLN'],70,75,76,75,72,73,75,74,60,50,53,79,81,83,70,62,60,74
3315,['JUNIOR TAVARES'],70,70,76,68,73,59,74,76,60,66,63,74,81,81,71,74,61,77
3316,['VAN DER BRUGGEN'],71,74,69,75,74,64,70,73,65,73,69,75,66,67,72,65,66,84
3317,['A. KRAVETS'],80,71,69,72,64,78,62,68,80,52,54,75,70,69,65,82,71,76
3318,['M. MASSOP'],68,69,67,70,71,51,61,62,80,69,70,72,75,73,68,75,82,75
3319,['SABIN MERINO'],77,75,76,69,66,73,68,70,73,54,54,76,79,77,67,68,70,74
3320,['S. SAMIR'],52,70,62,69,63,50,56,56,74,79,81,72,79,77,65,80,75,76
3321,['A. GABR'],55,68,63,66,65,55,57,59,77,81,79,64,70,68,75,83,73,72
3322,['FABINHO'],62,72,72,77,74,60,63,66,72,71,72,76,71,69,67,74,70,79
3323,['B. CELINA'],73,79,77,70,70,74,75,73,63,52,46,77,73,77,81,69,62,68
3324,['D. SAINT-LOUIS'],77,72,74,70,64,74,65,67,71,56,47,76,82,85,79,69,75,71
3325,['M. MORENO'],70,75,80,65,60,70,63,66,62,50,52,80,87,89,82,64,66,74
3326,['MIGUEL CARDOSO'],70,75,75,72,75,65,66,76,60,51,51,76,81,80,79,64,61,81
3327,['A. KAMARA'],76,69,73,70,64,74,63,68,73,49,52,76,90,83,81,80,72,70
3328,['MARCÃO TEIXEIRA'],61,71,70,71,60,76,69,62,72,76,70,79,72,67,60,81,80,77
3329,['M. ROJAS'],69,73,75,76,78,70,76,80,62,61,55,81,74,76,68,75,61,73
3330,['A. MURGIA'],69,74,73,75,75,68,63,66,72,66,65,77,72,73,63,79,72,77
3331,['A. DIOUSSÉ'],64,76,72,76,73,62,63,63,67,70,69,72,73,74,71,77,70,74
3332,['REINE-ADÉLAÏDE'],72,76,80,78,71,63,66,65,62,60,61,69,77,82,70,69,68,71
3333,['M. CASSIERRA'],76,72,75,68,60,74,62,68,76,58,45,74,82,81,68,76,76,75
3334,['P. CISSÉ'],56,60,60,64,64,52,55,56,81,76,72,71,81,70,73,74,85,81
3335,['G. TROUPÉE'],71,70,72,68,71,62,63,67,70,68,70,77,80,76,66,71,67,77
3336,['M. GUANINI'],63,69,64,66,69,61,63,66,75,75,77,80,71,66,65,82,78,72
3337,['C. GUTIÉRREZ'],75,70,73,70,72,66,64,67,69,75,71,68,74,73,70,72,65,72
3338,['M. VLAP'],74,73,72,72,70,72,63,70,71,65,61,76,74,75,67,77,72,83
3339,['B. NIEUWKOOP'],63,76,71,67,63,58,64,67,68,64,76,78,74,77,75,71,73,77
3340,['NUNO PINTO'],65,76,74,75,77,46,70,72,60,65,65,73,77,78,63,67,67,80
3341,['JOÃO PALHINHA'],62,74,68,77,70,54,54,55,80,75,80,73,70,68,61,83,82,84
3342,['D. DELGADO'],74,72,70,69,71,67,56,69,70,64,65,65,80,79,70,75,71,77
3343,['É. FLORES'],66,81,85,72,67,70,66,77,62,54,59,68,74,76,89,66,65,68
3344,['JORGE MIRAMÓN'],72,67,74,77,75,62,72,66,64,73,62,67,76,78,77,62,63,78
3345,['E. BELLO'],77,74,80,72,70,74,67,67,61,55,59,72,78,82,75,72,53,69
3346,['K. PHILLIPS'],67,70,65,72,72,66,70,62,63,73,75,76,73,70,70,77,75,82
3347,['R. YAREMCHUK'],77,71,72,70,66,78,62,60,82,48,51,73,75,73,70,80,75,77
3348,['C. NINGA'],78,73,74,66,59,75,55,68,64,58,52,77,83,80,61,78,75,79
3349,['A. TUANZEBE'],55,66,65,70,61,45,52,54,78,81,78,66,78,77,69,77,74,75
3350,['R. DEL CASTILLO'],71,74,75,78,77,68,64,71,63,52,54,75,79,81,84,63,70,77
3351,['Á. NAGY'],69,73,71,76,73,62,68,67,66,73,72,65,71,72,71,74,67,75
3352,['E. TAŞDEMIR'],64,72,75,70,72,63,64,71,60,67,67,68,81,84,72,61,68,72
3353,['MARC NAVARRO'],68,69,66,68,65,61,61,62,75,73,74,77,76,69,68,76,78,77
3354,['ADRIÁN DALMAU'],79,76,74,68,57,82,58,66,78,44,45,73,75,71,66,70,62,72
3355,['P. HATZIDIAKOS'],55,68,65,67,66,44,55,58,83,72,76,70,72,71,63,77,86,83
3356,['A. GOJAK'],69,78,72,76,73,67,63,62,75,60,57,77,78,74,71,74,77,73
3357,['RÚBEN LIMA'],68,70,70,68,75,52,72,77,70,65,69,71,74,75,70,64,75,84
3358,['P. OLAYINKA'],77,70,76,65,70,76,60,61,81,47,47,74,83,75,68,75,68,85
3359,['N. RENIERO'],78,75,73,68,67,74,56,72,79,49,46,80,76,71,65,82,80,72
3360,['A. BOUZAT'],72,77,80,71,74,72,64,68,60,54,55,72,76,82,78,65,62,73
3361,['RAFA SOARES'],71,70,72,70,76,60,73,76,60,67,67,75,77,77,71,62,65,80
3362,['M. BARBIERI'],66,72,73,72,67,63,61,61,78,73,75,73,74,70,66,78,79,72
3363,['H. FÉRTOLI'],72,77,78,68,72,73,67,67,60,52,48,82,79,79,77,66,62,76
3364,['MESSIAS'],62,63,62,68,67,53,57,57,77,79,80,75,75,71,63,83,72,77
3365,['V. JOVANOVIĆ'],55,71,69,67,68,54,63,59,81,80,78,74,73,70,64,78,74,74
3366,['E. CHERNOV'],66,72,70,76,79,58,73,79,65,67,60,67,75,74,75,69,68,81
3367,['EVANDER'],68,73,77,71,75,70,74,75,60,51,52,80,79,82,74,64,66,77
3368,['CAIO MONTEIRO'],70,73,74,73,72,69,68,70,65,58,63,69,82,83,75,65,65,75
3369,['M. MOHAMMADI'],65,76,81,72,67,59,67,73,69,58,66,65,75,83,76,70,70,75
3370,['RONALDO VIEIRA'],65,73,73,74,72,59,66,68,63,71,73,67,79,76,77,75,70,80
3371,['N. SOLÍS'],73,79,80,66,68,70,67,76,58,46,49,74,82,86,74,65,64,72
3372,['R. ARMAND'],77,71,76,70,64,78,68,70,68,43,61,75,79,78,67,68,75,76
3373,['K. BONIFAZI'],63,66,65,67,68,58,54,55,75,77,76,64,76,76,67,75,81,77
3374,['M. LEITNER'],68,77,76,75,74,64,70,77,60,65,64,72,72,75,79,63,65,77
3375,['R. SHISHKIN'],55,72,67,75,74,62,73,75,67,72,66,64,76,75,74,68,75,78
3376,['O. EL HAJJAM'],67,74,73,72,72,59,58,70,66,70,72,69,73,74,69,72,68,78
3377,['ARTUR'],70,67,74,73,71,75,61,70,62,50,58,74,84,86,70,65,68,77
3378,['Z. FERHAT'],76,73,77,73,72,63,78,73,61,58,57,68,78,80,74,66,63,75
3379,['I. PAUREVIĆ'],55,72,63,72,67,74,70,64,78,78,74,75,68,67,63,85,78,83
3380,['F. ANDRIJAŠEVIĆ'],79,74,72,76,72,78,65,71,80,58,57,74,74,70,63,75,76,76
3381,['I. GÓMEZ'],65,74,72,75,68,62,63,65,64,70,74,70,78,80,79,68,66,82
3382,['P. ANTON'],68,79,72,78,76,70,77,71,67,73,66,77,68,70,69,75,72,64
3383,['T. AWONIYI'],74,71,70,71,62,76,60,64,69,45,48,79,83,86,81,76,82,71
3384,['HILDEBERTO P.'],68,70,75,64,62,65,60,60,60,60,62,80,88,87,80,81,74,80
3385,['P. BURNER'],68,70,73,71,71,53,57,61,62,72,71,65,83,82,75,64,70,74
3386,['K. KUCHAEV'],73,76,79,76,69,63,60,67,63,65,70,71,79,77,73,67,65,75
3387,['C. EITING'],68,77,72,77,73,63,69,72,66,65,66,74,68,66,75,71,66,74
3388,['F. UREMOVIĆ'],55,65,60,76,69,55,48,60,78,75,79,73,76,71,62,82,79,76
3389,['DAVIDSON'],73,77,78,74,65,62,66,69,70,61,60,65,82,80,75,61,72,76
3390,['M. CAMARA'],67,65,64,71,69,58,62,62,75,79,80,85,77,74,68,78,71,86
3391,['C. MEPHAM'],58,71,65,72,68,57,56,62,75,78,79,68,67,66,74,76,80,71
3392,['G. TOGNI'],68,75,76,69,72,74,70,68,62,62,67,82,73,72,79,72,66,73
3393,['M. CERQUEIRA'],58,68,63,69,68,45,55,63,75,80,81,76,74,73,62,82,75,70
3394,['K. DOLLY'],67,73,75,74,73,73,64,70,62,61,60,74,81,82,76,65,68,75
3395,['T. GUIDARA'],67,77,73,67,68,62,59,63,60,66,67,70,85,84,80,63,64,80
3396,['G. VURAL'],66,74,72,70,75,68,73,80,61,57,53,78,80,81,67,60,71,80
3397,['J. GÓRALSKI'],59,70,65,75,67,55,57,63,69,77,75,73,75,80,79,71,80,87
3398,['M. BERO'],70,75,75,70,68,71,67,67,64,60,62,77,81,78,64,76,66,83
3399,['O. KAYODE'],77,74,76,64,56,77,50,61,71,56,45,70,93,90,78,66,76,75
3400,['S. CONDE'],60,68,65,73,65,47,55,58,80,77,73,70,74,64,69,87,79,78
3401,['L. SCHAUB'],70,77,80,77,70,65,65,66,60,58,58,72,74,76,75,70,70,74
3402,['S. MCTOMINAY'],69,74,70,77,73,68,60,62,72,70,69,72,72,70,77,82,72,76
3403,['A. GUDMUNDSSON'],67,77,78,72,69,71,66,68,61,60,60,69,78,82,72,64,66,72
3404,['D. MAN'],71,78,79,75,70,70,58,70,67,48,46,73,81,79,71,72,69,77
3405,['M. FRYDRYCH'],65,68,66,72,75,61,67,71,70,66,69,69,77,76,73,76,72,77
3406,['J. ŠČUK'],64,72,72,76,74,66,70,71,70,71,75,74,67,65,71,62,73,76
3407,['M. LÜFTNER'],48,61,57,68,71,59,53,60,80,76,79,72,68,66,62,88,82,77
3408,['K. GALANOPOULOS'],71,71,75,80,75,66,56,62,60,72,72,73,74,73,75,67,68,76
3409,['JUNIOR MARANHÃO'],67,70,75,66,66,63,64,67,65,69,73,77,75,80,78,70,72,71
3410,['J. BEDNAREK'],58,68,66,72,68,54,56,58,78,74,80,70,73,68,71,82,77,74
3411,['E. ALIOSKI'],71,71,70,70,75,72,68,71,65,53,58,75,81,84,78,64,66,81
3412,['W. PÉREZ'],66,73,76,66,69,68,65,76,74,62,63,81,73,77,67,72,78,72
3413,['D. NEDELCU'],65,71,71,70,72,67,68,71,71,70,75,85,67,72,59,82,66,72
3414,['L. SEQUEIRA'],67,80,82,68,68,71,62,67,64,52,51,72,84,83,68,69,64,73
3415,['N. MARAŠ'],61,69,67,72,67,60,64,65,79,79,70,68,69,68,63,79,78,77
3416,['N. RASSKAZOV'],65,75,78,73,71,55,57,62,68,69,77,69,78,75,68,68,64,79
3417,['B. KOLOLLI'],71,73,74,68,69,70,75,72,66,54,57,82,80,80,71,74,69,76
3418,['S. CAMPO'],70,80,76,79,78,69,66,71,60,52,55,73,72,76,78,68,61,72
3419,['JAVI MARTOS'],62,68,64,71,67,55,58,62,75,81,80,67,66,70,74,74,78,72
3420,['N. AMPOMAH'],68,76,81,64,58,74,56,61,60,44,46,73,88,89,80,64,81,75
3421,['M. DJENEPO'],73,82,79,66,62,72,59,70,60,53,51,71,84,87,80,60,75,69
3422,['S. LIMBOMBE'],71,76,74,68,71,70,59,74,60,47,51,75,82,85,85,68,80,70
3423,['S. HEFTI'],53,68,63,68,66,52,53,61,79,76,76,69,80,77,67,74,81,75
3424,['M. SPIELMANN'],70,73,78,66,61,71,69,71,66,55,58,75,84,83,75,67,73,78
3425,['L. PICO'],62,72,70,76,79,61,68,70,64,72,75,78,71,72,66,70,63,78
3426,['O. DUARTE'],81,69,71,63,61,76,63,67,75,55,50,78,84,80,71,74,80,77
3427,['C. ROBLES'],62,68,67,80,79,58,70,73,70,67,68,70,76,75,65,76,63,80
3428,['R. CARRASCAL'],66,73,70,75,77,63,68,72,62,66,70,73,74,72,67,76,70,81
3429,['L. SINISTERRA'],73,76,77,75,76,71,64,67,61,50,45,67,84,85,75,66,68,72
3430,['Y. CABRERA'],70,73,75,70,71,72,72,75,58,56,57,75,84,83,78,67,65,78
3431,['P. KANSTRUP'],56,65,53,67,69,65,54,58,72,79,81,69,73,70,68,85,84,67
3432,['K. BARTOLEC'],59,67,66,70,72,57,61,62,64,68,71,69,83,81,82,70,74,80
3433,['V. NELSSON'],61,59,56,71,73,67,68,72,80,70,74,67,69,73,66,83,76,80
3434,['A. JUNG'],67,70,69,68,69,55,63,62,71,66,71,78,77,79,67,77,71,80
3435,['M. DUELUND'],70,79,77,67,69,73,65,62,67,58,58,76,76,79,79,68,76,74
3436,['A. OKOSUN'],68,70,70,71,69,76,63,62,80,68,79,71,91,70,70,84,85,78
3437,['J. ANDERSSON'],66,74,69,62,64,63,55,57,66,71,70,67,86,87,82,68,66,74
3438,['A. SIGURDSSON'],72,77,79,76,71,68,67,67,71,58,55,75,76,77,75,69,62,75
3439,['I. SACKEY'],64,67,68,70,68,59,54,62,76,74,80,80,74,72,65,87,77,83
3440,['M. ETAME'],74,75,76,61,55,74,58,60,72,52,57,77,80,82,77,83,81,78
3441,['U. UÇAR'],64,71,70,72,70,57,59,66,69,71,80,71,73,71,75,72,66,82
3442,['E. KILINÇ'],67,76,80,73,74,65,66,73,60,48,53,77,81,82,80,61,60,75
3443,['K. ÇÖREKÇI'],66,72,78,73,74,60,62,64,62,65,65,63,85,83,80,64,60,78
3444,['U. ÇIFTÇI'],70,70,73,69,72,64,62,70,62,66,69,73,79,78,70,65,63,83
3445,['S. AYTAÇ'],63,67,72,68,70,60,61,66,73,73,70,75,75,74,66,82,70,81
3446,['J. WINDASS'],67,73,72,72,69,72,69,70,62,56,60,76,85,86,78,74,68,77
3447,['J. ITO'],70,72,75,67,68,70,61,61,65,55,66,69,83,85,72,71,75,76
3448,['A. KOLOMEYTSEV'],70,74,72,77,72,64,68,69,67,73,67,83,70,66,65,75,70,81
3449,['A. TETTEH'],65,71,67,78,75,57,61,71,69,71,67,75,71,65,65,83,71,80
3450,['JOÃOZINHO'],71,77,75,75,73,68,74,73,61,46,45,72,84,87,83,61,64,74
3451,['R. GIGOLAEV'],65,72,71,72,75,65,75,75,65,69,72,75,79,79,73,68,64,75
3452,['R. UTSIEV'],60,72,71,75,71,60,69,77,64,67,71,75,77,78,68,66,65,81
3453,['M. SIVAKOV'],53,67,63,72,65,45,58,65,77,85,78,71,69,62,65,83,73,76
3454,['O. DANCHENKO'],65,76,73,76,74,70,79,80,66,55,56,69,79,78,74,64,67,78
3455,['A. SAELEMAEKERS'],71,72,69,72,80,50,61,62,64,67,70,67,81,77,70,75,66,82
3456,['KALINDI'],68,68,71,64,70,66,61,68,63,64,68,84,80,83,75,60,63,84
3457,['JUNIOR'],66,69,78,66,71,47,63,66,69,73,72,71,77,75,75,73,68,78
3458,['IGOR'],62,67,69,69,71,47,66,69,71,76,72,73,73,77,73,78,71,76
3459,['FELIPE JONATAN'],66,73,72,68,73,62,71,70,63,65,66,67,80,78,73,68,70,76
3460,['B. MELING'],59,72,70,67,69,59,57,64,68,65,70,67,82,84,80,65,73,80
3461,['M. GÓMEZ'],66,76,81,69,73,65,63,74,60,46,55,76,80,86,76,69,66,73
3462,['SAMU'],73,76,75,66,63,77,63,63,73,57,45,77,80,80,70,76,72,73
3463,['S. BEGIĆ'],56,64,61,68,64,55,58,54,85,83,76,71,66,63,55,87,76,75
3464,['B. ALICI'],77,79,80,73,73,71,62,72,61,47,44,75,81,83,74,61,65,73
3465,['E. DILAVER'],56,60,58,67,68,54,51,54,82,78,81,71,73,70,67,80,80,73
3466,['T. LEISTNER'],55,67,62,66,64,53,55,61,75,79,78,65,72,69,64,85,79,77
3467,['J. RASMUSSEN'],60,66,66,68,67,53,50,52,78,79,80,67,69,66,65,82,79,75
3468,['JOÃO FÉLIX'],68,81,82,74,74,71,50,54,75,42,41,77,77,84,84,60,75,72
3469,['R. MATONDO'],68,77,80,70,63,66,56,62,60,50,54,71,88,91,81,63,66,70
3470,['M. PELLEGRINI'],66,80,82,71,74,65,69,76,61,57,63,74,79,84,69,63,62,72
3471,['S.HELTNE NILSEN'],64,69,70,66,66,64,69,70,78,75,74,66,69,68,73,86,77,81
3472,['D. KAMADA'],74,78,76,74,68,76,67,68,64,54,50,74,75,74,75,66,69,75
3473,['C. OLIVA'],67,75,68,74,76,66,60,62,62,76,78,83,69,73,75,70,64,75
3474,['MARCÃO'],77,75,67,67,63,77,65,73,78,54,56,81,67,70,64,86,78,76
3475,['A. UCHIDA'],67,74,73,71,72,60,58,66,68,69,72,68,74,75,74,69,72,74
3476,['KIM BO-KYUNG'],71,73,75,71,73,70,75,74,65,58,50,76,75,78,73,75,72,78
3477,['K. SUGIMOTO'],76,74,75,69,66,75,62,61,76,48,55,76,77,74,70,77,82,71
3478,['D. DAMJANOVIC'],80,77,73,72,56,76,55,66,81,43,45,76,69,74,75,81,77,73
3479,['KIM SHIN-WOOK'],78,74,72,65,58,79,55,59,86,50,50,80,62,64,79,84,81,76
3480,['CAIO'],74,73,76,73,66,77,73,67,66,53,55,76,77,83,70,71,70,72
3481,['LÉO SILVA'],66,74,73,74,72,66,71,68,66,68,77,74,73,73,73,75,70,82
3482,['EDGAR SILVA'],77,68,75,66,63,78,69,55,79,48,48,79,82,66,60,85,87,77
3483,['ABDULLAH ATEEF'],73,80,72,79,80,60,57,61,62,73,75,64,64,69,66,67,72,72
3484,['M. JAHFALI'],59,64,62,68,66,58,60,62,79,75,75,72,77,71,70,74,79,75
3485,['M. HOSSEINI'],71,75,76,76,74,67,79,75,67,50,46,73,80,81,69,65,65,72
3486,['M. BEN AMOR'],62,76,74,77,70,58,56,58,65,74,72,67,71,73,70,77,78,80
3487,['M. BATNA'],76,76,76,75,74,73,72,75,63,56,48,75,73,74,73,66,64,72
3488,['KWON SOON-HYUNG'],67,72,70,73,80,69,67,68,60,63,66,76,68,65,79,68,76,79
3489,['EMERSON SHEIK'],80,75,77,75,64,77,60,70,66,57,45,72,76,80,77,74,64,68
3490,['F. BALMONT'],71,74,72,78,77,63,66,65,60,73,75,70,61,68,79,71,63,76
3491,['A. HUTTON'],71,71,70,66,68,56,58,64,70,74,73,66,74,72,65,78,72,80
3492,['G. WHELAN'],63,71,66,75,71,61,74,71,64,80,75,72,63,60,70,77,72,74
3493,['G. BOURILLON'],71,70,69,72,75,61,65,66,74,75,78,74,69,64,65,78,74,73
3494,['S. KORNILENKO'],81,72,68,66,62,80,63,69,74,42,45,79,65,64,60,83,77,70
3495,['S. ROUDET'],73,75,74,75,72,69,72,81,65,58,55,73,71,69,75,76,66,73
3496,['J. PITROIPA'],73,73,78,67,63,68,61,66,61,47,51,71,88,85,77,61,76,66
3497,['T. BEN HAIM'],62,68,64,73,69,59,59,62,78,79,80,63,60,64,58,82,79,74
3498,['RODOLFO'],51,66,64,71,70,57,72,61,75,80,81,72,64,62,64,80,75,76
3499,['P. MCSHANE'],55,69,64,68,66,55,53,55,78,79,78,65,66,60,71,80,79,79
3500,['R. KRUSE'],73,74,77,69,72,68,61,70,62,59,58,71,80,82,73,64,74,65
3501,['W. ENDO'],63,72,68,73,71,67,61,67,71,72,72,74,73,74,63,75,78,74
3502,['HEBERTY'],72,72,74,71,66,71,65,66,68,52,54,78,79,82,72,75,72,73
3503,['N. UEDA'],53,67,68,66,68,68,58,63,77,70,74,74,76,73,70,77,80,75
3504,['U. EMANUELSON'],69,76,75,70,73,62,72,76,60,67,70,66,80,83,75,60,69,65
3505,['C. BOLAÑOS'],72,75,75,70,76,68,72,75,62,54,55,76,74,74,83,65,71,76
3506,['M. DABO'],68,72,67,71,64,51,55,62,66,74,73,72,76,77,73,75,74,78
3507,['A. KANTARI'],60,68,64,69,70,58,60,63,77,76,78,68,71,69,60,82,76,77
3508,['C. RIVEROS'],70,75,70,75,70,62,63,63,68,69,62,76,69,76,60,76,75,80
3509,['J. ARCE'],71,69,83,66,70,67,60,65,60,44,61,77,80,80,64,70,79,77
3510,['HAO JUNMIN'],68,75,69,74,76,65,75,72,64,66,68,75,70,74,72,70,73,76
3511,['F. TISSONE'],69,72,70,70,73,65,71,69,68,76,73,74,72,74,66,77,74,79
3512,['R. LEEUWIN'],64,71,66,73,71,57,57,59,75,75,73,73,72,69,60,80,80,76
3513,['C. GARDNER'],70,73,67,70,76,65,77,75,68,70,75,85,63,65,75,75,71,78
3514,['F. ÖZTORUN'],64,70,71,67,70,76,62,76,69,60,76,70,77,72,60,70,73,79
3515,['O. VIZCARRONDO'],65,69,65,69,67,63,55,53,81,79,77,72,64,62,66,82,77,72
3516,['S. MARVEAUX'],72,75,74,76,74,69,77,74,60,55,57,74,69,74,79,63,65,71
3517,['I. DIA'],74,74,77,73,70,73,69,70,62,55,45,74,76,80,76,65,70,70
3518,['G. OBERTAN'],70,74,78,70,61,67,64,73,65,57,52,78,81,83,68,70,71,75
3519,['M. JANKO'],83,78,64,66,58,80,60,67,83,54,50,83,62,57,63,88,64,62
3520,['P. BENGTSSON'],65,71,65,71,73,60,75,76,63,66,69,74,72,73,74,69,75,74
3521,['A. GERNDT'],76,75,72,71,66,73,74,74,69,53,54,76,75,76,75,71,68,77
3522,['H. DROGUETT'],72,75,74,72,72,70,75,75,60,58,58,69,75,78,72,65,65,75
3523,['J. BIABIANY'],74,76,77,66,62,68,64,67,62,56,55,72,86,83,76,66,66,68
3524,['B. JOKIĆ'],64,70,65,74,73,55,64,71,65,73,70,70,74,73,72,73,70,80
3525,['T. NECID'],78,76,73,68,64,78,54,60,79,47,53,83,71,73,61,85,66,70
3526,['F. ERPEN'],61,69,66,70,63,58,60,59,79,75,74,72,69,72,62,84,81,70
3527,['W. MONTILLO'],77,78,77,75,70,74,74,73,62,50,44,73,74,77,80,66,62,70
3528,['D. NUGENT'],76,71,74,66,60,75,62,71,69,54,68,74,72,78,64,72,71,75
3529,['BUENO'],76,77,76,74,68,71,66,73,66,52,51,77,73,71,70,67,71,74
3530,['A. PEARCE'],57,62,57,65,62,51,55,57,78,79,79,70,61,60,67,85,80,78
3531,['C. JEROME'],73,70,74,66,58,74,68,73,78,44,45,80,81,77,71,81,85,79
3532,['M. DONALD'],71,76,76,75,73,68,70,66,65,61,57,80,76,72,60,81,71,75
3533,['M. MAÏGA'],77,72,74,67,62,75,60,61,71,51,46,77,79,78,71,80,75,71
3534,['Y. BENALOUANE'],60,64,61,67,65,54,60,61,73,80,78,73,71,72,63,83,81,71
3535,['PEDRO JUNIOR'],70,72,75,69,68,75,68,73,70,49,51,74,82,75,74,75,78,75
3536,['C. GUNTER'],68,69,67,65,66,55,50,62,65,72,70,63,75,77,70,68,70,90
3537,['VITOR GOMES'],70,74,73,75,74,69,73,70,64,69,69,75,66,68,69,74,72,74
3538,['J. GOOSSENS'],70,74,76,74,76,66,73,72,61,60,53,85,75,75,59,72,72,74
3539,['S. PARSHIVLYUK'],66,70,75,70,67,61,58,63,73,68,72,67,79,74,69,73,75,74
3540,['P. ZANEV'],66,70,65,73,67,50,58,63,70,73,70,75,71,74,66,75,78,82
3541,['J. CAMPOS'],77,80,74,74,69,66,77,80,60,51,45,73,68,70,81,68,65,81
3542,['S. FLETCHER'],74,76,69,67,65,76,56,61,82,56,52,77,72,70,67,79,83,77
3543,['L. IBÁÑEZ'],64,71,72,69,79,63,81,80,52,65,61,83,75,76,75,61,67,75
3544,['L. COOPER'],60,67,62,70,67,51,56,56,75,77,78,67,65,66,72,80,78,75
3545,['E. FALKENBURG'],73,74,72,70,68,73,63,67,77,60,62,77,74,70,72,81,75,79
3546,['S. DE RIDDER'],73,77,79,75,71,70,66,75,60,55,54,78,77,78,81,68,69,68
3547,['M. GALMARINI'],74,71,74,73,73,66,63,75,64,63,70,74,76,72,65,74,68,76
3548,['Y. MOLLO'],70,75,78,72,74,67,74,75,62,49,46,80,81,78,74,74,75,67
3549,['C. BASHAM'],63,65,66,68,65,55,55,63,71,75,78,69,72,69,69,80,78,82
3550,['G. SERTIC'],59,70,73,72,73,65,69,72,71,67,69,72,73,75,72,72,71,77
3551,['CAÑAS'],70,73,64,79,67,64,61,58,73,84,86,68,74,72,74,74,63,81
3552,['N. MCGINN'],62,76,76,67,68,68,73,70,61,46,47,70,86,85,78,68,62,77
3553,['R. STEARMAN'],57,65,61,66,64,55,60,64,78,79,78,65,67,64,60,81,82,71
3554,['D. MARCQ'],59,70,65,69,74,69,64,70,70,75,76,77,72,65,58,80,77,79
3555,['Z. TOURÉ'],60,66,62,67,65,48,56,57,79,74,75,65,75,70,65,81,82,76
3556,['EDIMAR'],66,70,72,70,74,58,72,73,66,63,71,78,78,75,67,70,70,76
3557,['L. WALLACE'],59,68,65,68,68,61,57,61,69,67,71,70,78,73,66,77,79,87
